time	stockId	中文名稱
20240418_1325	3666	光耀
20240418_1321	6806	森崴能源
20240418_1259	5009	榮剛
20240418_1251	3338	泰碩
20240418_1251	3312	弘憶股
20240418_1209	9955	佳龍
20240418_1207	2371	大同
20240418_1207	2101	南港
20240418_1153	3622	洋華
20240418_1151	3703	欣陸
20240418_1139	6143	振曜
20240418_1125	1503	士電
20240418_1121	9933	中鼎
20240418_1111	4532	瑞智
20240418_1111	2501	國建
20240418_1109	5521	工信
20240418_1103	3013	晟銘電
20240418_1101	3587	閎康
20240418_1031	5534	長虹
20240418_1029	8996	高力
20240418_1025	3052	夆典
20240418_1023	2367	燿華
20240418_1015	2537	聯上發
20240418_1015	2427	三商電
20240418_1011	1108	幸福
20240418_1009	8033	雷虎
20240418_1009	3645	達邁
20240418_1005	2634	漢翔
20240418_1005	2504	國產
20240418_1003	3707	漢磊
20240418_0957	2467	志聖
20240418_0955	2520	冠德
20240418_0953	6753	龍德造船
20240418_0953	3025	星通
20240418_0953	2363	矽統
20240418_0951	2038	海光
20240418_0951	2014	中鴻
20240418_0937	2515	中工
20240418_0935	6179	亞通
20240418_0931	4526	東台
20240418_0925	3605	宏致
20240418_0925	3363	上詮
20240418_0919	6462	神盾
20240418_0919	3339	泰谷
20240418_0915	5515	建國
20240418_0911	8054	安國
20240418_0911	5512	力麒
20240418_0911	1616	億泰
20240418_0911	1612	宏泰
20240418_0911	1603	華電
20240418_0909	8936	國統
20240418_0909	1608	華榮
20240418_0909	1529	樂事綠能
