time	stockId	中文名稱
20240429_1234	2504	國產
20240429_1232	2206	三陽工業
20240429_1228	4513	福裕
20240429_1210	4960	誠美材
20240429_1202	8064	東捷
20240429_1202	6215	和椿
20240429_1154	8110	華東
20240429_1154	5515	建國
20240429_1150	5534	長虹
20240429_1142	2603	長榮
20240429_1134	2101	南港
20240429_1118	5512	力麒
20240429_1046	6125	廣運
20240429_1046	3035	智原
20240429_1040	1587	吉茂
20240429_1028	5009	榮剛
20240429_1024	2534	宏盛
20240429_1008	8996	高力
20240429_1004	2461	光群雷
20240429_1000	1314	中石化
20240429_0954	3312	弘憶股
20240429_0938	2547	日勝生
20240429_0938	2449	京元電子
20240429_0934	5519	隆大
20240429_0934	2506	太設
20240429_0930	3163	波若威
20240429_0924	6177	達麗
20240429_0924	2609	陽明
20240429_0924	2009	第一銅
20240429_0924	1316	上曜
20240429_0919	6197	佳必琪
20240429_0919	3363	上詮
20240429_0919	2537	聯上發
20240429_0919	2520	冠德
20240429_0919	2515	中工
20240429_0919	2501	國建
20240429_0912	3338	泰碩
20240429_0900	4967	十銓
20240429_0900	4402	福大
20240429_0900	3583	辛耘
20240429_0900	3289	宜特
20240429_0900	2066	世德
