代碼,股本,PE,PB,當月營收YOY,當月營收MOM,稅後淨利成長率%,除息日,公司動態,股東會日,營收月份,法說會日
3362,14.25,64.38,9.74,10.5,1.28,108.95,,,,2024/08,
3363,10.36,0.0,8.43,9.18,-5.29,-114.06,,,,2024/08,
3374,27.14,37.69,7.47,14.77,-9.06,52.36,,,,2024/08,
3376,19.57,29.27,2.26,25.18,4.28,124.49,,,,2024/08,
3379,3.80,72.08,2.23,120.65,45.86,104.62,,,,2024/08,
3380,54.17,40.81,1.89,-18.98,26.84,-20.04,,9月營收19.10億元,,2024/09,
3390,6.90,17.98,1.71,-20.62,-24.43,167.94,,,,2024/08,
3406,11.27,11.48,2.47,-18.37,16.05,488.83,,,,2024/08,
3413,10.60,15.51,2.76,54.86,0.19,22.68,,,,2024/09,
3430,3.37,19.3,2.72,47.18,17.19,43.06,,,,2024/08,
3437,14.45,0.0,1.56,-5.18,10.16,-12.08,,,,2024/08,
3443,13.40,45.01,15.83,-24.15,-9.32,-11.43,,,,2024/09,
3450,14.57,312.9,7.1,40.11,2.08,316.53,,,,2024/08,
3455,5.99,21.69,3.22,7.64,10.19,156.74,,,,2024/08,
3466,6.15,0.0,5.24,-17.2,-32.63,-1403.5,,,,2024/08,
3479,7.26,15.72,2.56,-3.1,-8.71,-30.68,,,,2024/08,
3481,798.92,0.0,0.63,-3.87,4.68,78.39,,,,2024/08,
3483,8.61,19.5,3.21,5.92,14.34,23.42,,,,2024/08,
3484,7.60,16.59,1.51,21.47,-12.83,5030.58,,,,2024/09,
3489,9.05,0.0,1.65,761.84,382.81,-113.57,,,,2024/09,
3491,6.39,59.01,9.28,80.39,-10.36,114.57,,,,2024/08,
3498,6.29,0.0,1.59,39.14,154.58,-31.99,,,,2024/08,
3515,12.39,21.07,3.14,36.3,11.97,160.68,,,,2024/08,
3518,9.70,0.0,2.3,-9.3,-41.0,-1707.29,,,,2024/08,
3522,8.33,0.0,2.63,-5.81,-20.0,-37.27,,,,2024/08,
3533,11.25,23.2,5.65,23.43,6.61,72.46,,,,2024/08,
3535,7.91,44.11,3.74,-23.03,-50.17,372.99,,,,2024/08,
3545,21.94,42.4,1.96,-8.04,-2.37,42.68,,,,2024/08,
3548,6.61,15.37,2.14,-24.05,-5.13,161.31,,,,2024/09,
3576,162.78,0.0,1.75,-48.75,4.03,-200.74,,,,2024/08,
3580,3.95,30.72,4.31,-25.82,-13.33,56.55,,,,2024/08,
3581,5.10,139.77,3.68,3.62,31.91,-7.45,,,,2024/08,
3583,8.03,50.2,8.6,57.16,16.74,45.47,,,,2024/08,
3597,3.92,129.38,2.15,36.34,8.36,-3.29,,,,2024/08,
3607,12.17,143.93,1.37,10.83,-1.62,84.55,,,,2024/08,
3615,6.85,63.37,1.0,-10.93,13.0,-17.29,,,,2024/08,
3617,9.42,14.93,3.62,5.84,12.22,59.99,,,,2024/08,
3622,15.13,15.11,1.59,24.8,49.51,106.07,,,,2024/08,
3623,2.92,0.0,2.21,-45.16,-6.31,-1117.0,,,,2024/08,
3624,11.73,25.52,1.85,8.11,2.03,-13.19,,,,2024/08,
3631,8.18,0.0,2.81,-38.85,14.26,-10.86,,,,2024/08,
3645,13.22,45.5,2.06,17.07,-5.44,209.31,,,,2024/08,
3652,7.51,46.61,1.61,20.83,4.3,100.08,,,,2024/08,
3653,14.29,70.64,16.01,17.07,0.13,45.76,,,,2024/09,
3661,7.99,29.37,4.36,89.38,-4.29,114.04,,,,2024/08,
3663,13.48,162.14,5.55,105.76,-0.04,-0.26,,,,2024/08,
3665,18.05,26.16,2.89,6.61,0.68,48.07,,9月營收45.90億元,,2024/09,
3673,40.67,33.4,0.46,10.31,11.3,271.38,,,,2024/08,
3675,5.47,35.08,5.6,29.3,0.63,35.67,,9月營收2.50億元,,2024/09,
3680,9.54,59.9,6.64,45.04,1.2,-2.69,,,,2024/08,
3685,7.96,0.0,1.76,-8.95,76.26,-9.48,,,,2024/08,
3686,7.65,0.0,2.57,1.21,-33.83,88.28,,,,2024/08,
3689,7.96,19.76,2.01,-5.33,9.96,-17.71,,9月營收5.12億元,,2024/09,
3701,23.65,41.06,2.04,-24.4,-11.33,-36.14,,,,2024/08,
3702,167.91,14.55,1.61,34.18,23.78,20.27,,,,2024/08,
3703,82.32,15.34,0.92,-1.68,-17.01,-26.81,,,,2024/08,
3704,41.11,20.72,1.48,-28.56,-18.25,-75.74,,,,2024/08,
3706,120.66,20.24,0.91,69.89,5.6,108.93,,,,2024/08,
3708,11.10,17.54,1.67,28.14,26.01,-73.71,,,,2024/08,
3710,28.73,0.0,2.21,20.05,-0.65,55.29,,,,2024/08,
3711,441.21,21.09,2.22,1.25,2.59,-1.18,,,,2024/08,
3712,24.62,13.35,1.28,54.36,21.6,505.59,,,,2024/08,
3714,73.79,0.0,0.76,-4.12,-13.63,55.06,,,,2024/09,
3715,27.77,16.29,2.92,5.75,-1.93,86.85,,,,2024/09,
4109,9.87,6.2,1.97,20.72,9.94,767.57,,,,2024/08,
4113,23.11,13.4,1.92,216648.0,-53.75,628.2,,,,2024/08,
4123,72.50,0.0,1.8,22.1,5.07,-2303.27,,,,2024/08,
4127,4.58,165.0,3.5,-9.23,-6.26,-65.92,,,,2024/08,
4128,58.82,0.0,2.03,4.43,1.33,29.37,,9月營收1.46億元,,2024/09,
4142,42.95,0.0,2.27,-70.22,-48.46,5.34,,,,2024/08,
4157,0.01,45.0,9.11,13.67,25.9,243.72,,,,2024/08,
4160,2.67,52.3,3.78,10.09,-6.84,91.9,,,,2024/08,
4167,31.74,56.97,2.01,22.85,15.22,8018.26,,,,2024/08,
4174,22.94,0.0,5.92,100.17,-51.96,-1236.17,,,,2024/08,
4303,7.88,9.42,2.65,-0.01,10.33,456.88,,,,2024/08,
4306,67.92,11.11,0.98,29.33,-8.72,84.46,,,,2024/08,
4402,6.80,0.0,4.44,-9.33,-71.0,-62.23,,,,2024/08,
4414,88.21,0.0,0.74,3.05,-12.07,61.53,,,,2024/08,
4420,4.05,1.27,1.11,41.17,12.13,43.14,,,,2024/08,
4510,10.80,29.42,2.53,-25.22,-15.26,209.05,,,,2024/08,
4513,11.44,48.54,3.86,-50.25,-49.3,-844.0,,,,2024/08,
4526,25.48,0.0,1.74,-31.3,3.01,-1410.31,,,,2024/08,
4532,50.49,14.53,1.36,31.07,-0.61,56.31,,,,2024/09,
4533,15.84,37.74,2.48,42.68,3.58,-24.92,,,,2024/08,
4534,8.68,0.0,2.97,6.27,-21.02,115.87,,,,2024/08,
4540,9.95,0.0,1.25,-30.88,14.0,-2715.6,,,,2024/08,
4542,3.23,65.79,4.89,-53.82,2.71,-11.17,,,,2024/08,
4543,5.98,20.65,1.64,14.8,5.0,4.28,,,,2024/08,
4545,7.70,26.35,2.29,75.14,-1.0,205.82,,,,2024/08,
4549,5.48,32.76,5.42,-38.04,-15.88,13.53,,,,2024/09,
4551,11.52,24.8,1.71,34.01,0.42,17.61,,,,2024/09,
4555,7.00,0.0,1.03,19.7,-1.6,-39.94,,,,2024/08,
4561,5.85,16.01,3.02,-35.1,-22.74,222.19,,,,2024/09,
4562,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4563,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4564,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4566,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4571,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4576,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4583,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4707,40.37,15.05,0.94,81.52,48.08,24.47,,,,2024/08,
4711,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4714,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4716,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4720,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4726,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4729,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4743,47.84,0.0,4.68,68.59,-2.24,57.28,,9月營收0.11億元,,2024/09,
4763,9.92,10.01,5.49,23.43,2.37,140.0,,,,2024/09,
4768,4.52,84.57,6.1,35.97,-2.31,-0.94,,,,2024/08,
4903,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4904,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4906,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4907,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4909,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4915,46.60,16.34,2.44,-2.61,-4.53,4.15,,,,2024/09,
4916,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4919,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4927,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4933,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4935,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4938,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4939,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4956,10.04,0.0,1.72,40.99,12.64,77.33,,9月營收1.24億元,,2024/09,
4958,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4960,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4961,12.13,18.23,1.97,23.26,-1.03,8.11,,9月營收17.83億元,,2024/09,
4966,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4967,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4968,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4974,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4976,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4977,8.02,382.14,2.25,91.72,69.1,-97.67,,,,2024/08,
4979,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5009,60.25,10.68,1.62,-5.11,-3.6,9.18,,,,2024/08,
5213,58.07,13.76,1.87,-90.52,-21.57,12.1,,,,2024/08,
5225,7.69,11.44,3.12,-7.33,-1.28,124.98,,,,2024/09,
5234,10.27,49.81,8.92,-7.32,1.47,3.58,,9月營收3.56億元,,2024/09,
5258,11.00,16.33,3.35,-8.02,-15.48,-20.23,,,,2024/08,
5263,6.87,0.0,3.4,78.01,11.56,85.47,,,,2024/08,
5309,19.09,29.1,2.33,-5.22,9.79,-13.37,,,,2024/08,
5328,17.27,58.52,1.42,-6.29,16.77,-68.02,,,,2024/08,
5347,183.90,23.26,3.91,3.31,2.14,-8.59,,8月營收36.33億元,,2024/08,
5351,32.56,0.0,3.69,47.63,-10.67,15.46,,,,2024/08,
5364,6.38,0.0,3.74,-20.09,5.97,-40.95,,,,2024/08,
5371,39.10,25.73,1.22,5.28,-0.11,-58.8,,,,2024/08,
5381,21.37,103.89,4.44,1192.65,302.81,146.87,,,,2024/08,
5386,3.12,35.89,4.76,406.74,54.89,34.48,,,,2024/09,
5388,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5392,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5425,26.35,27.88,2.07,0.03,3.51,-34.21,,,,2024/08,
5426,14.38,712.5,1.93,-7.59,-8.19,-11.65,,,,2024/08,
5439,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5443,16.51,91.18,4.54,112.52,20.36,157.27,,,,2024/08,
5452,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5460,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5469,52.84,10.17,0.86,1.18,1.0,8.46,,,,2024/08,
5474,4.04,28.12,3.86,-31.9,2.15,55.82,,,,2024/08,
5475,12.71,0.0,2.28,-21.98,-1.94,29.9,,,,2024/08,
5481,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5483,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5484,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5498,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5508,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5512,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5515,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5519,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5522,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5525,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5531,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5534,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5608,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5871,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5876,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5880,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5905,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6005,217.09,10.48,1.19,16.49,-10.88,19.0,,,,2024/08,
6016,62.42,8.96,0.88,165.94,295.27,-5.11,,,,2024/08,
6104,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6111,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6114,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6116,294.03,0.0,0.68,-45.05,-19.67,-33.36,,,,2024/08,
6117,9.06,25.61,5.66,-7.9,17.36,467.26,,,,2024/08,
6120,66.56,41.86,1.05,12.13,-1.96,57.25,,,,2024/08,
6121,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6122,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6125,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6126,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6127,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6133,11.70,57.07,2.32,48.37,-1.6,568.28,,,,2024/08,
6139,23.30,13.17,4.52,-4.82,-41.76,169.97,,,,2024/08,
6143,8.75,19.88,4.11,0.61,0.84,100.94,,,,2024/08,
6147,74.47,11.95,1.02,6.39,-2.26,6.78,,,,2024/08,
6150,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6151,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6152,16.77,183.0,2.01,92.39,45.41,114.46,,,,2024/08,
6153,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6156,10.31,15.16,1.6,24.6,-10.31,35.52,,,,2024/08,
6163,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6164,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6176,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6177,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6179,11.67,0.0,1.63,-42.25,20.73,-167.28,,,,2024/08,
6180,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6187,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6188,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6189,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6190,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6191,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6197,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6207,7.97,32.19,3.19,-21.39,-9.37,66.73,,,,2024/08,
6213,36.30,30.2,1.36,18.94,10.53,206.18,,9月營收27.49億元,,2024/09,
6215,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6218,6.43,0.0,2.29,-18.68,16.16,-183.86,,,,2024/08,
6219,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6223,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6224,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6231,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6235,19.40,18.02,3.33,-16.83,-10.43,-4.74,,9月營收4.19億元,,2024/09,
6239,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6244,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6257,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6264,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6269,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6271,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6274,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6278,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6282,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6284,14.90,14.32,1.92,6.19,6.18,75.36,,,,2024/08,
6285,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6288,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6290,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6405,6.58,0.0,1.19,-57.3,-60.94,43.21,,,,2024/08,
6411,9.90,26.54,2.11,29.2,3.26,-14.47,,,,2024/08,
6412,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6415,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6425,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6438,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6442,7.56,59.79,10.49,116.51,-2.35,390.71,,,,2024/08,
6443,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6446,34.18,151.08,8.22,132.05,3.45,207.66,,9月營收9.32億元,,2024/09,
6449,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6451,10.75,79.55,3.68,-14.9,2.98,-99.8,,,,2024/08,
6462,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6477,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6488,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6505,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6530,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6531,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6546,6.62,49.17,7.36,8.14,3.02,0.74,,,,2024/08,
6548,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6550,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6573,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6592,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6598,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6603,16.55,58.48,1.34,37.6,-12.32,134.82,,,,2024/08,
6605,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6609,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6640,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6643,4.18,72.1,14.92,-7.74,11.8,-9.73,,,,2024/09,
6658,3.29,74.77,2.58,-17.82,-5.36,128.48,,,2024/10/18,2024/08,
6664,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6668,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6669,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6684,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6695,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6698,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6706,7.36,0.0,3.91,-17.95,5.21,-44.85,,,,2024/08,
6753,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6768,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6770,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6782,6.30,30.36,4.96,68.02,17.92,240.71,,,,2024/08,
6788,3.87,25.66,5.66,7.36,-10.79,62.8,,,,2024/08,
6789,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6805,6.86,68.72,12.98,35.98,28.25,88.71,,,,2024/09,
6806,22.46,38.19,2.48,76.96,42.49,38.76,,,,2024/08,
6841,9.72,0.0,4.38,424.52,24.16,-475.79,,,,2024/08,
6869,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6877,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6890,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6895,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6937,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8011,16.59,41.03,1.56,-8.82,9.06,424.07,,,,2024/08,
8021,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8027,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8028,17.26,76.15,6.03,23.32,0.67,-14.39,,,,2024/09,
8033,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8039,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8043,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8046,64.62,48.46,2.02,-15.65,-4.16,-100.87,,9月營收29.69億元,,2024/09,
8050,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8054,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8059,19.28,0.0,3.45,127.76,477.79,-199.21,,,,2024/09,
8064,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8069,114.58,49.67,6.78,52.23,2.18,-19.77,,,,2024/08,
8070,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8071,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8076,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8085,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8086,19.65,29.49,2.68,10.98,-15.04,318.44,,9月營收3.18億元,,2024/09,
8089,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8096,14.93,92.86,2.91,21.57,-16.68,146.75,,,,2024/08,
8103,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8104,9.17,0.0,1.73,-17.83,1.59,4488.48,,,,2024/08,
8105,44.15,64.07,0.97,4.77,-12.46,-98.67,,,,2024/08,
8107,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8110,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8111,10.91,73.28,3.61,14.84,5.38,8.13,,自結7~8月合併虧損200萬元,,2024/09,
8112,52.46,11.65,2.06,71.78,53.95,100.57,,,,2024/09,
8121,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8147,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8150,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8201,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8210,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8234,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8249,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8277,9.16,0.0,2.54,53.12,84.48,31.92,,,,2024/08,
8299,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8354,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8358,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8374,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8390,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8438,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8440,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8464,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8473,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8926,73.03,33.21,2.3,128.11,7.41,-26.09,,,,2024/08,
8927,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8935,11.35,0.0,2.12,-34.14,-3.76,-55.5,,,,2024/08,
8936,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8937,7.25,66.07,6.84,-33.05,-82.49,159.79,,,,2024/08,
8996,9.13,58.68,10.94,13.98,24.39,-11.95,,,2024/11/12,2024/08,
9103,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9105,16.55,27.68,2.24,18.93,3.06,94.8,,,,2024/08,
9802,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9902,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9904,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9906,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9907,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9914,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9921,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9933,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9934,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9935,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9938,29.80,21.81,1.86,13.33,-8.21,11273.95,,,,2024/09,
9939,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9940,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9941,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9945,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9946,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9955,10.47,0.0,2.99,17.64,-6.59,-64.67,,,,2024/08,
9958,--,0.0,0.0,0.0,0.0,0.0,,,,--,
